n_atoms,bond_n_bonds,bond_bad_bonds,bond_bond_length_mean,bond_bond_length_std,bond_pass,omega_n_omega,omega_cis_count,omega_trans_count,omega_twisted_count,omega_cis_proline,omega_pass,chiral_n_residues,chiral_d_amino_acids,chiral_pass,clash_skipped,backbone_n_residues,backbone_n_breaks,backbone_missing_atoms,backbone_pass,phipsi_n_residues,phipsi_outliers,phipsi_generously_allowed,phipsi_pass,disulfide_n_disulfides,disulfide_bad_geometry,disulfide_pass,all_tests_pass,protein,category,subcategory,model
4763,308,0,1.3316514754327515,0.0092989974943326,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,140,154,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_beta,ranked_0_r4
4763,308,0,1.331755185220165,0.0092438124048279,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,143,151,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_beta,ranked_0_r5
4763,308,0,1.3313469225393282,0.0093720931906838,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,142,152,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_ref15,ranked_0_r1
4763,308,0,1.3314330799936118,0.0091539285454457,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,140,155,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_ref15,ranked_0_r2
4763,308,0,1.3313807703122424,0.0087848172552935,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,143,149,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_ref15,ranked_0_r3
4763,308,0,1.3315316232277747,0.0087421939349967,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,144,149,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_ref15,ranked_0_r4
4763,308,0,1.3314471089855031,0.0088403149802793,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,146,147,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_ref15,ranked_0_r5
4759,308,0,1.3316833090306446,0.0092504563508524,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,141,152,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_beta,ranked_0_r1
4759,308,0,1.331714931158667,0.0092014566451408,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,142,151,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_beta,ranked_0_r2
4759,308,0,1.3316125052424397,0.0093289195032036,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,144,149,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_beta,ranked_0_r3
4759,308,0,1.3314279270442004,0.0094337964443759,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,143,150,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_beta,ranked_0_r4
4759,308,0,1.3315872842101546,0.0093561902534645,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,141,152,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_beta,ranked_0_r5
4759,308,0,1.3311116597324248,0.0086834279977346,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,144,150,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_ref15,ranked_0_r1
4759,308,0,1.330822905588349,0.0088421107448073,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,147,145,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_ref15,ranked_0_r2
4759,308,0,1.3311368066810578,0.0088372707043458,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,144,150,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_ref15,ranked_0_r3
4759,308,0,1.3309993407652068,0.0089271044731096,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,145,148,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_ref15,ranked_0_r4
4759,308,0,1.33104632779462,0.00904827698543,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,144,150,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_ref15,ranked_0_r5
4763,308,0,1.3338684665677856,0.0055679043133316,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,140,153,False,0,0,True,True,1AK4,AlphaFold,relaxed_normal_beta,ranked_0_r1
4763,308,0,1.3338996453554235,0.0055580540507619,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,140,152,False,0,0,True,True,1AK4,AlphaFold,relaxed_normal_beta,ranked_0_r2
4763,308,0,1.333887466789926,0.0055539238943789,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,145,148,False,0,0,True,True,1AK4,AlphaFold,relaxed_normal_beta,ranked_0_r3
4763,308,0,1.333886173048538,0.0055586085620613,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,141,152,False,0,0,True,True,1AK4,AlphaFold,relaxed_normal_beta,ranked_0_r4
4763,308,0,1.3338562746836118,0.0055727345418773,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,141,153,False,0,0,True,True,1AK4,AlphaFold,relaxed_normal_beta,ranked_0_r5
4763,308,0,1.333917670857934,0.0055955080740226,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,141,152,False,0,0,True,True,1AK4,AlphaFold,relaxed_normal_ref15,ranked_0_r1
4763,308,0,1.3339313494980327,0.0055533675632236,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,143,151,False,0,0,True,True,1AK4,AlphaFold,relaxed_normal_ref15,ranked_0_r2
4763,308,0,1.3338718156929694,0.0055857031035844,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,143,150,False,0,0,True,True,1AK4,AlphaFold,relaxed_normal_ref15,ranked_0_r3
4763,308,0,1.3339008196487718,0.0055615881196296,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,146,147,False,0,0,True,True,1AK4,AlphaFold,relaxed_normal_ref15,ranked_0_r4
4763,308,0,1.333931081822191,0.0055694074485527,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,143,150,False,0,0,True,True,1AK4,AlphaFold,relaxed_normal_ref15,ranked_0_r5
4763,308,0,1.3318898367788667,0.0095590283410771,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,145,149,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_beta,ranked_1_r1
4763,308,0,1.3316760665744547,0.0095879292922633,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,148,146,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_beta,ranked_1_r2
4763,308,0,1.3318538788242091,0.0092859693701159,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,145,148,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_beta,ranked_1_r3
4763,308,0,1.3319315364456816,0.0091112753403966,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,141,153,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_beta,ranked_1_r4
4763,308,0,1.331699073847856,0.0091572885474864,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,145,148,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_beta,ranked_1_r5
4763,308,0,1.3313721496364246,0.008745378208982,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,148,146,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_ref15,ranked_1_r1
4763,308,0,1.3313774531154572,0.0087356225898338,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,149,143,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_ref15,ranked_1_r2
4763,308,0,1.3313486240753394,0.0087187440251217,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,149,144,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_ref15,ranked_1_r3
4763,308,0,1.3315948703841514,0.009041599264773,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,148,145,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_ref15,ranked_1_r4
4763,308,0,1.3313063814444397,0.009020209524064,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,149,143,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_ref15,ranked_1_r5
4757,308,0,1.3318582202241973,0.0095568728481824,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,143,150,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_beta,ranked_1_r1
4757,308,0,1.331768408627476,0.0094590678007167,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,141,152,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_beta,ranked_1_r2
4757,308,0,1.331574332007499,0.0093043573692765,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,144,149,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_beta,ranked_1_r3
4757,308,0,1.3318520371695195,0.0092208711098194,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,141,153,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_beta,ranked_1_r4
4757,308,0,1.3320742483191463,0.0095354201642299,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,140,154,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_beta,ranked_1_r5
4757,308,0,1.3315478672590693,0.0088355055804725,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,146,148,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_ref15,ranked_1_r1
4757,308,0,1.3311595043265876,0.0090512976443336,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,149,143,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_ref15,ranked_1_r2
4757,308,0,1.331386560774949,0.0088750969737617,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,145,147,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_ref15,ranked_1_r3
4757,308,0,1.3311882727898008,0.0086793483744675,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,145,147,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_ref15,ranked_1_r4
4757,308,0,1.3316343449579455,0.008555618104491,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,147,145,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_ref15,ranked_1_r5
4763,308,2,1.3102780903358988,0.0402569427584294,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,147,146,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_beta,ranked_1_r1
4763,308,2,1.310247995579954,0.0402173697792392,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,144,149,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_beta,ranked_1_r2
4763,308,2,1.3102150745232788,0.040211462777573,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,146,147,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_beta,ranked_1_r3
4763,308,2,1.310277476614535,0.0402480037904251,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,145,149,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_beta,ranked_1_r4
4763,308,2,1.3102648940462276,0.0402308875510549,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,146,148,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_beta,ranked_1_r5
4763,308,2,1.3102687632528156,0.0402302043574012,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,146,147,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_ref15,ranked_1_r1
4763,308,2,1.3102475300448038,0.0402297897771927,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,146,148,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_ref15,ranked_1_r2
4763,308,2,1.3102368832037337,0.0402113106346407,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,146,147,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_ref15,ranked_1_r3
4763,308,2,1.3102781962360954,0.0402374013609702,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,149,144,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_ref15,ranked_1_r4
4763,308,2,1.3102686696118375,0.0402441871884176,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,147,147,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_ref15,ranked_1_r5
4763,308,0,1.3323161670949637,0.0093770783660393,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,145,150,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_beta,ranked_2_r1
4763,308,0,1.3323216580849333,0.0094992847520859,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,145,150,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_beta,ranked_2_r2
4763,308,0,1.332020547034502,0.0097352588521643,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,146,149,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_beta,ranked_2_r3
4763,308,0,1.3316849073990402,0.0096037872886155,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,145,150,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_beta,ranked_2_r4
4763,308,0,1.332088514760227,0.0095025908836763,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,144,151,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_beta,ranked_2_r5
4763,308,0,1.3315146265155102,0.0091337833693116,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,147,148,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_ref15,ranked_2_r1
4763,308,0,1.33135868670189,0.0091935504236772,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,149,145,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_ref15,ranked_2_r2
4763,308,0,1.3314067309441229,0.0087458660695962,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,145,150,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_ref15,ranked_2_r3
4763,308,0,1.3315710140310024,0.0093976811304295,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,143,151,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_ref15,ranked_2_r4
4763,308,0,1.3315817329303674,0.0092056705521768,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,145,150,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_ref15,ranked_2_r5
4757,308,0,1.3314368681257611,0.0098902727043224,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,140,155,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_beta,ranked_2_r1
4757,308,0,1.3320697382977225,0.0093993975909894,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,144,151,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_beta,ranked_2_r2
4757,308,0,1.331982083189503,0.0095628235693933,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,143,152,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_beta,ranked_2_r3
4757,308,0,1.3317087689536984,0.0096801854592742,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,143,151,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_beta,ranked_2_r4
4757,308,0,1.3317681980507403,0.0092574525069138,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,144,150,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_beta,ranked_2_r5
4757,308,0,1.3314651042817018,0.008563406113965,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,144,150,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_ref15,ranked_2_r1
4757,308,0,1.3314064157218333,0.009086257251737,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,146,147,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_ref15,ranked_2_r2
4757,308,0,1.33147114983108,0.0087474982677256,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,145,149,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_ref15,ranked_2_r3
4757,308,0,1.3314347383474088,0.0086235400993576,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,145,148,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_ref15,ranked_2_r4
4757,308,0,1.3313979131356304,0.009355851806425,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,147,147,False,0,0,True,True,1AK4,AlphaFold,relaxed_dualspace_ref15,ranked_2_r5
4763,308,3,1.319106402450201,0.0486883841911818,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,144,151,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_beta,ranked_2_r1
4763,308,3,1.319043846101858,0.0486924577059072,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,146,148,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_beta,ranked_2_r2
4763,308,3,1.3190564847847297,0.0486658999452596,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,146,148,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_beta,ranked_2_r3
4763,308,3,1.3190484625370409,0.0487081245866267,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,141,153,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_beta,ranked_2_r4
4763,308,3,1.3190658767885353,0.0486702564296103,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,145,149,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_beta,ranked_2_r5
4763,308,3,1.319069162322506,0.0486871093842315,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,145,150,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_ref15,ranked_2_r1
4763,308,3,1.319097820101765,0.0486951765943105,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,146,149,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_ref15,ranked_2_r2
4763,308,3,1.319089696607673,0.0486776325828059,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,146,148,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_ref15,ranked_2_r3
4763,308,3,1.319039854589437,0.0486686883473913,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,143,150,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_ref15,ranked_2_r4
4763,308,3,1.3190493370060794,0.0486681625944068,False,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,143,152,False,0,0,True,False,1AK4,AlphaFold,relaxed_normal_ref15,ranked_2_r5
4763,308,0,1.331673282221664,0.0093219787122074,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,143,149,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_beta,ranked_3_r1
4763,308,0,1.331979261000754,0.009123692803836,True,308,0,308,0,0,True,276,0,True,True,310,0,0,True,306,141,152,False,0,0,True,True,1AK4,AlphaFold,relaxed_cartesian_beta,ranked_3_r2
