protein,category,subcategory,model,rama_favored,rama_allowed,rama_outliers,rama_total,rama_favored_pct,rama_outliers_pct,rota_favored,rota_outliers,rota_total,rota_favored_pct,rota_outliers_pct,cbeta_deviations,omega_cis_proline,omega_cis_general,omega_twisted,clashscore,clash_count,atom_count,molprobity_score
1HCF,Experimental,relaxed_cartesian_ref15,1HCF_r4,328,7,1,336,97.62,0.3,272,0,273,99.63,0.0,1,2,0,2,9.28,63,6786,0.99
1HCF,Experimental,relaxed_dualspace_beta,1HCF_r1,326,4,0,330,98.79,0.0,271,0,273,99.27,0.0,0,1,0,0,7.38,50,6774,0.91
1HCF,Experimental,relaxed_cartesian_ref15,1HCF_r2,329,5,2,336,97.92,0.6,272,0,273,99.63,0.0,1,1,1,1,8.4,57,6786,0.95
1HCF,Experimental,relaxed_dualspace_beta,1HCF_r3,326,4,0,330,98.79,0.0,272,0,273,99.63,0.0,0,1,0,0,9.45,64,6774,1.0
1HCF,Experimental,relaxed_dualspace_beta,1HCF_r4,324,6,0,330,98.18,0.0,272,0,273,99.63,0.0,0,1,0,0,9.45,64,6774,1.0
1HCF,Experimental,relaxed_dualspace_beta,1HCF_r2,325,5,0,330,98.48,0.0,272,0,273,99.63,0.0,0,1,0,0,9.01,61,6774,0.98
1HCF,Experimental,relaxed_dualspace_ref15,1HCF_r1,325,5,0,330,98.48,0.0,272,0,273,99.63,0.0,0,1,0,0,8.12,55,6774,0.94
1HCF,Experimental,relaxed_dualspace_ref15,1HCF_r5,326,4,0,330,98.79,0.0,272,0,273,99.63,0.0,0,1,0,0,9.89,67,6774,1.02
1HCF,Experimental,relaxed_dualspace_ref15,1HCF_r3,325,5,0,330,98.48,0.0,272,0,273,99.63,0.0,0,1,0,0,8.56,58,6774,0.96
1HCF,Experimental,relaxed_dualspace_ref15,1HCF_r4,324,6,0,330,98.18,0.0,272,0,273,99.63,0.0,0,1,0,0,7.97,54,6774,0.93
1HCF,Experimental,relaxed_normal_beta,1HCF_r1,323,7,0,330,97.88,0.0,271,1,273,99.27,0.37,0,1,0,0,8.84,60,6786,0.97
1HCF,Experimental,relaxed_normal_beta,1HCF_r4,321,9,0,330,97.27,0.0,270,1,273,98.9,0.37,0,1,0,0,9.43,64,6786,1.0
1HCF,Experimental,relaxed_dualspace_ref15,1HCF_r2,325,5,0,330,98.48,0.0,272,0,273,99.63,0.0,0,1,0,0,9.3,63,6774,0.99
1HCF,Experimental,relaxed_normal_beta,1HCF_r5,321,8,1,330,97.27,0.3,270,1,273,98.9,0.37,0,1,0,0,7.37,50,6786,0.91
1HCF,Experimental,relaxed_normal_beta,1HCF_r3,321,8,1,330,97.27,0.3,270,1,273,98.9,0.37,0,1,0,0,10.46,71,6786,1.04
1HCF,Experimental,relaxed_normal_beta,1HCF_r2,321,9,0,330,97.27,0.0,270,1,273,98.9,0.37,0,1,0,0,10.02,68,6786,1.02
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_0_r4,224,3,0,227,98.68,0.0,185,0,186,99.46,0.0,0,1,0,0,10.99,50,4548,1.06
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_0_r3,222,5,0,227,97.8,0.0,185,0,186,99.46,0.0,0,1,0,0,10.11,46,4548,1.03
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_0_r5,223,3,1,227,98.24,0.44,184,0,186,98.92,0.0,0,1,0,0,10.11,46,4548,1.03
1HCF,Experimental,relaxed_normal_ref15,1HCF_r5,326,4,0,330,98.79,0.0,271,1,273,99.27,0.37,0,1,0,0,9.73,66,6786,1.01
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_0_r2,223,4,0,227,98.24,0.0,185,0,186,99.46,0.0,0,1,0,0,9.89,45,4548,1.02
1HCF,Experimental,relaxed_normal_ref15,1HCF_r1,325,5,0,330,98.48,0.0,270,1,273,98.9,0.37,0,1,0,0,9.73,66,6786,1.01
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_0_r1,223,3,1,227,98.24,0.44,185,0,186,99.46,0.0,0,1,0,0,10.55,48,4548,1.04
1HCF,AlphaFold,relaxed_normal_ref15,ranked_0_r2,223,3,1,227,98.24,0.44,184,0,186,98.92,0.0,0,1,0,1,9.66,44,4554,1.01
1HCF,Experimental,relaxed_normal_ref15,1HCF_r3,325,5,0,330,98.48,0.0,271,1,273,99.27,0.37,0,1,0,0,8.25,56,6786,0.95
1HCF,Experimental,relaxed_normal_ref15,1HCF_r4,325,5,0,330,98.48,0.0,270,1,273,98.9,0.37,0,1,0,0,8.99,61,6786,0.98
1HCF,Experimental,relaxed_normal_ref15,1HCF_r2,325,5,0,330,98.48,0.0,271,1,273,99.27,0.37,0,1,0,0,10.32,70,6786,1.03
1HCF,AlphaFold,relaxed_normal_ref15,ranked_0_r4,223,3,1,227,98.24,0.44,184,0,186,98.92,0.0,0,1,0,1,9.88,45,4554,1.02
1HCF,AlphaFold,relaxed_normal_ref15,ranked_0_r1,223,3,1,227,98.24,0.44,184,0,186,98.92,0.0,0,1,0,1,10.76,49,4554,1.05
1HCF,AlphaFold,relaxed_normal_ref15,ranked_0_r5,221,5,1,227,97.36,0.44,184,0,186,98.92,0.0,0,1,0,1,9.44,43,4554,1.0
1HCF,AlphaFold,relaxed_normal_ref15,ranked_0_r3,222,4,1,227,97.8,0.44,185,0,186,99.46,0.0,0,1,0,1,11.86,54,4554,1.09
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_0_r1,225,2,0,227,99.12,0.0,185,0,186,99.46,0.0,0,1,0,0,8.12,37,4554,0.94
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_0_r2,224,3,0,227,98.68,0.0,184,0,186,98.92,0.0,0,1,0,0,11.64,53,4554,1.08
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_0_r4,225,2,0,227,99.12,0.0,185,0,186,99.46,0.0,0,1,0,0,9.0,41,4554,0.98
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_0_r3,225,2,0,227,99.12,0.0,185,0,186,99.46,0.0,0,1,0,0,9.44,43,4554,1.0
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_0_r5,225,2,0,227,99.12,0.0,185,0,186,99.46,0.0,0,1,0,0,10.54,48,4554,1.04
1HCF,AlphaFold,relaxed_normal_beta,ranked_0_r4,221,5,1,227,97.36,0.44,184,0,186,98.92,0.0,0,1,0,0,8.34,38,4554,0.95
1HCF,AlphaFold,relaxed_normal_beta,ranked_0_r2,223,3,1,227,98.24,0.44,184,0,186,98.92,0.0,0,1,0,0,10.98,50,4554,1.06
1HCF,AlphaFold,relaxed_normal_beta,ranked_0_r1,221,5,1,227,97.36,0.44,183,0,186,98.39,0.0,0,1,0,0,11.64,53,4554,1.08
1HCF,AlphaFold,relaxed_normal_beta,ranked_0_r3,222,4,1,227,97.8,0.44,183,0,186,98.39,0.0,0,1,0,0,10.98,50,4554,1.06
1HCF,AlphaFold,relaxed_normal_beta,ranked_0_r5,223,3,1,227,98.24,0.44,184,0,186,98.92,0.0,0,1,0,0,10.54,48,4554,1.04
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_0_r3,225,2,0,227,99.12,0.0,185,0,186,99.46,0.0,0,1,0,0,10.98,50,4554,1.06
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_0_r1,225,2,0,227,99.12,0.0,185,0,186,99.46,0.0,0,1,0,0,10.98,50,4554,1.06
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_0_r4,225,2,0,227,99.12,0.0,185,0,186,99.46,0.0,0,1,0,0,10.54,48,4554,1.04
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_0_r2,225,2,0,227,99.12,0.0,185,0,186,99.46,0.0,0,1,0,0,10.76,49,4554,1.05
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_0_r4,222,5,0,227,97.8,0.0,184,0,186,98.92,0.0,0,1,0,0,11.87,54,4548,1.09
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_0_r5,225,2,0,227,99.12,0.0,185,0,186,99.46,0.0,0,1,0,0,10.76,49,4554,1.05
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_0_r2,222,5,0,227,97.8,0.0,185,0,186,99.46,0.0,0,1,0,0,9.23,42,4548,0.99
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_0_r1,223,4,0,227,98.24,0.0,185,0,186,99.46,0.0,0,1,0,0,10.77,49,4548,1.05
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_0_r5,225,2,0,227,99.12,0.0,185,0,186,99.46,0.0,0,1,0,0,10.77,49,4548,1.05
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_0_r3,224,3,0,227,98.68,0.0,184,0,186,98.92,0.0,0,1,0,0,12.53,57,4548,1.11
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_1_r4,221,6,0,227,97.36,0.0,185,0,186,99.46,0.0,0,1,0,0,9.9,45,4546,1.02
1HCF,AlphaFold,relaxed_normal_ref15,ranked_1_r4,219,6,2,227,96.48,0.88,184,0,186,98.92,0.0,0,1,0,0,7.91,36,4550,0.93
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_1_r2,223,3,1,227,98.24,0.44,185,0,186,99.46,0.0,0,1,0,0,10.34,47,4546,1.03
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_1_r3,222,5,0,227,97.8,0.0,185,0,186,99.46,0.0,0,1,0,0,10.56,48,4546,1.04
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_1_r5,224,2,1,227,98.68,0.44,185,0,186,99.46,0.0,0,1,0,0,9.9,45,4546,1.02
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_1_r1,224,2,1,227,98.68,0.44,185,0,186,99.46,0.0,0,1,0,0,10.12,46,4546,1.03
1HCF,AlphaFold,relaxed_normal_ref15,ranked_1_r5,218,7,2,227,96.04,0.88,184,0,186,98.92,0.0,0,1,0,0,7.69,35,4550,0.92
1HCF,AlphaFold,relaxed_normal_ref15,ranked_1_r2,219,6,2,227,96.48,0.88,185,0,186,99.46,0.0,0,1,0,0,7.91,36,4550,0.93
1HCF,AlphaFold,relaxed_normal_ref15,ranked_1_r1,219,5,3,227,96.48,1.32,183,0,186,98.39,0.0,0,1,0,0,8.57,39,4550,0.96
1HCF,AlphaFold,relaxed_normal_ref15,ranked_1_r3,219,5,3,227,96.48,1.32,183,0,186,98.39,0.0,0,1,0,0,8.13,37,4550,0.94
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_1_r4,225,2,0,227,99.12,0.0,185,0,186,99.46,0.0,0,1,0,0,10.1,46,4554,1.03
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_1_r2,224,3,0,227,98.68,0.0,185,0,186,99.46,0.0,0,1,0,0,11.2,51,4554,1.07
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_1_r5,226,1,0,227,99.56,0.0,185,0,186,99.46,0.0,0,1,0,0,11.2,51,4554,1.07
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_1_r3,226,1,0,227,99.56,0.0,185,0,186,99.46,0.0,0,1,0,0,10.1,46,4554,1.03
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_1_r1,224,3,0,227,98.68,0.0,185,0,186,99.46,0.0,0,1,0,0,10.76,49,4554,1.05
1HCF,AlphaFold,relaxed_normal_beta,ranked_1_r4,217,9,1,227,95.59,0.44,184,0,186,98.92,0.0,0,1,0,0,10.55,48,4550,1.04
1HCF,AlphaFold,relaxed_normal_beta,ranked_1_r2,217,7,3,227,95.59,1.32,184,0,186,98.92,0.0,0,1,0,0,11.65,53,4550,1.08
1HCF,AlphaFold,relaxed_normal_beta,ranked_1_r5,218,6,3,227,96.04,1.32,184,0,186,98.92,0.0,0,1,0,0,11.65,53,4550,1.08
1HCF,AlphaFold,relaxed_normal_beta,ranked_1_r1,216,9,2,227,95.15,0.88,183,0,186,98.39,0.0,0,1,0,0,10.33,47,4550,1.03
1HCF,AlphaFold,relaxed_normal_beta,ranked_1_r3,218,7,2,227,96.04,0.88,184,0,186,98.92,0.0,0,1,0,0,9.01,41,4550,0.98
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_1_r4,224,3,0,227,98.68,0.0,184,0,186,98.92,0.0,0,1,0,0,10.1,46,4554,1.03
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_1_r2,224,3,0,227,98.68,0.0,184,0,186,98.92,0.0,0,1,0,0,10.54,48,4554,1.04
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_1_r1,224,3,0,227,98.68,0.0,184,0,186,98.92,0.0,0,1,0,0,9.0,41,4554,0.98
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_1_r5,224,3,0,227,98.68,0.0,184,0,186,98.92,0.0,0,1,0,0,10.76,49,4554,1.05
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_1_r3,224,3,0,227,98.68,0.0,184,0,186,98.92,0.0,0,1,0,0,9.44,43,4554,1.0
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_1_r4,223,4,0,227,98.24,0.0,185,0,186,99.46,0.0,0,1,0,0,9.68,44,4546,1.01
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_1_r2,224,3,0,227,98.68,0.0,185,0,186,99.46,0.0,0,1,0,0,9.24,42,4546,0.99
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_1_r3,223,4,0,227,98.24,0.0,185,0,186,99.46,0.0,0,1,0,0,10.12,46,4546,1.03
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_1_r5,222,5,0,227,97.8,0.0,184,0,186,98.92,0.0,0,1,0,0,9.24,42,4546,0.99
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_1_r1,225,2,0,227,99.12,0.0,184,0,186,98.92,0.0,0,1,0,0,10.34,47,4546,1.03
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_3_r5,223,3,1,227,98.24,0.44,185,0,186,99.46,0.0,0,1,0,0,12.54,57,4546,1.11
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_3_r1,223,3,1,227,98.24,0.44,185,0,186,99.46,0.0,0,1,0,0,9.02,41,4546,0.98
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_3_r3,223,4,0,227,98.24,0.0,185,0,186,99.46,0.0,0,1,0,0,10.34,47,4546,1.03
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_3_r4,221,6,0,227,97.36,0.0,185,0,186,99.46,0.0,0,1,0,0,11.0,50,4546,1.06
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_3_r2,222,5,0,227,97.8,0.0,185,0,186,99.46,0.0,0,1,0,0,10.34,47,4546,1.03
1HCF,AlphaFold,relaxed_normal_ref15,ranked_3_r5,219,7,1,227,96.48,0.44,185,0,186,99.46,0.0,0,1,0,0,9.45,43,4551,1.0
1HCF,AlphaFold,relaxed_normal_ref15,ranked_3_r1,218,7,2,227,96.04,0.88,183,0,186,98.39,0.0,0,1,0,0,10.33,47,4551,1.03
1HCF,AlphaFold,relaxed_normal_ref15,ranked_3_r3,218,8,1,227,96.04,0.44,184,0,186,98.92,0.0,0,1,0,0,12.74,58,4551,1.12
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_3_r5,224,3,0,227,98.68,0.0,184,0,186,98.92,0.0,0,1,0,0,11.2,51,4554,1.07
1HCF,AlphaFold,relaxed_normal_ref15,ranked_3_r4,217,9,1,227,95.59,0.44,184,0,186,98.92,0.0,0,1,0,0,9.23,42,4551,0.99
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_3_r1,224,3,0,227,98.68,0.0,185,0,186,99.46,0.0,0,1,0,0,10.98,50,4554,1.06
1HCF,AlphaFold,relaxed_normal_ref15,ranked_3_r2,218,8,1,227,96.04,0.44,184,0,186,98.92,0.0,0,1,0,0,9.89,45,4551,1.02
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_3_r3,223,4,0,227,98.24,0.0,185,0,186,99.46,0.0,0,1,0,0,10.98,50,4554,1.06
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_3_r4,224,3,0,227,98.68,0.0,185,0,186,99.46,0.0,0,1,0,0,11.2,51,4554,1.07
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_3_r2,223,4,0,227,98.24,0.0,185,0,186,99.46,0.0,0,1,0,0,10.1,46,4554,1.03
1HCF,AlphaFold,relaxed_normal_beta,ranked_3_r5,221,5,1,227,97.36,0.44,183,0,186,98.39,0.0,0,1,0,0,9.67,44,4551,1.01
1HCF,AlphaFold,relaxed_normal_beta,ranked_3_r3,218,8,1,227,96.04,0.44,184,0,186,98.92,0.0,0,1,0,0,8.35,38,4551,0.95
1HCF,AlphaFold,relaxed_normal_beta,ranked_3_r1,218,8,1,227,96.04,0.44,183,0,186,98.39,0.0,0,1,0,0,12.3,56,4551,1.1
1HCF,AlphaFold,relaxed_normal_beta,ranked_3_r4,220,6,1,227,96.92,0.44,184,0,186,98.92,0.0,0,1,0,0,10.99,50,4551,1.06
1HCF,AlphaFold,relaxed_normal_beta,ranked_3_r2,219,7,1,227,96.48,0.44,183,0,186,98.39,0.0,0,1,0,0,9.45,43,4551,1.0
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_3_r3,224,3,0,227,98.68,0.0,184,0,186,98.92,0.0,0,1,0,0,10.76,49,4554,1.05
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_3_r1,224,3,0,227,98.68,0.0,184,0,186,98.92,0.0,0,1,0,0,10.98,50,4554,1.06
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_3_r5,225,2,0,227,99.12,0.0,184,0,186,98.92,0.0,0,1,0,0,10.32,47,4554,1.03
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_3_r4,224,3,0,227,98.68,0.0,184,0,186,98.92,0.0,0,1,0,0,10.54,48,4554,1.04
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_3_r2,225,2,0,227,99.12,0.0,184,0,186,98.92,0.0,0,1,0,0,10.32,47,4554,1.03
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_3_r5,224,3,0,227,98.68,0.0,185,0,186,99.46,0.0,0,1,0,0,11.22,51,4546,1.07
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_3_r1,224,3,0,227,98.68,0.0,184,0,186,98.92,0.0,0,1,0,0,10.56,48,4546,1.04
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_3_r4,225,2,0,227,99.12,0.0,184,0,186,98.92,0.0,0,1,0,0,9.68,44,4546,1.01
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_3_r3,224,3,0,227,98.68,0.0,184,0,186,98.92,0.0,0,1,0,0,9.9,45,4546,1.02
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_3_r2,223,3,1,227,98.24,0.44,184,0,186,98.92,0.0,0,1,0,0,8.36,38,4546,0.95
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_4_r3,223,4,0,227,98.24,0.0,185,0,186,99.46,0.0,0,1,0,0,10.78,49,4546,1.05
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_4_r1,223,3,1,227,98.24,0.44,185,0,186,99.46,0.0,0,1,0,0,11.44,52,4546,1.07
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_4_r2,225,1,1,227,99.12,0.44,185,0,186,99.46,0.0,0,1,0,0,11.44,52,4546,1.07
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_4_r5,222,5,0,227,97.8,0.0,185,0,186,99.46,0.0,0,1,0,0,11.44,52,4546,1.07
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_4_r4,222,5,0,227,97.8,0.0,185,0,186,99.46,0.0,0,1,0,0,12.1,55,4546,1.1
1HCF,AlphaFold,relaxed_normal_ref15,ranked_4_r3,220,4,3,227,96.92,1.32,184,0,186,98.92,0.0,0,1,0,0,10.56,48,4546,1.04
1HCF,AlphaFold,relaxed_normal_ref15,ranked_4_r1,221,3,3,227,97.36,1.32,184,0,186,98.92,0.0,0,1,0,0,9.46,43,4546,1.0
1HCF,AlphaFold,relaxed_normal_ref15,ranked_4_r2,221,3,3,227,97.36,1.32,183,0,186,98.39,0.0,0,1,0,0,10.34,47,4546,1.03
1HCF,AlphaFold,relaxed_normal_ref15,ranked_4_r5,220,4,3,227,96.92,1.32,183,0,186,98.39,0.0,0,1,0,0,11.66,53,4546,1.08
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_4_r3,222,5,0,227,97.8,0.0,185,0,186,99.46,0.0,0,1,0,0,10.54,48,4554,1.04
1HCF,AlphaFold,relaxed_normal_ref15,ranked_4_r4,218,7,2,227,96.04,0.88,185,0,186,99.46,0.0,0,1,0,0,9.46,43,4546,1.0
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_4_r1,224,3,0,227,98.68,0.0,185,0,186,99.46,0.0,0,1,0,0,12.74,58,4554,1.12
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_4_r5,225,2,0,227,99.12,0.0,185,0,186,99.46,0.0,0,1,0,0,12.74,58,4554,1.12
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_4_r2,225,2,0,227,99.12,0.0,185,0,186,99.46,0.0,0,1,0,0,12.74,58,4554,1.12
1HCF,AlphaFold,relaxed_cartesian_ref15,ranked_4_r4,224,3,0,227,98.68,0.0,185,0,186,99.46,0.0,0,1,0,0,11.86,54,4554,1.09
1HCF,AlphaFold,relaxed_normal_beta,ranked_4_r1,221,6,0,227,97.36,0.0,183,0,186,98.39,0.0,0,1,0,0,10.78,49,4546,1.05
1HCF,AlphaFold,relaxed_normal_beta,ranked_4_r5,220,6,1,227,96.92,0.44,183,0,186,98.39,0.0,0,1,0,0,10.78,49,4546,1.05
1HCF,AlphaFold,relaxed_normal_beta,ranked_4_r3,221,6,0,227,97.36,0.0,183,0,186,98.39,0.0,0,1,0,0,12.1,55,4546,1.1
1HCF,AlphaFold,relaxed_normal_beta,ranked_4_r2,222,4,1,227,97.8,0.44,183,0,186,98.39,0.0,0,1,0,0,10.78,49,4546,1.05
1HCF,AlphaFold,relaxed_normal_beta,ranked_4_r4,220,7,0,227,96.92,0.0,183,0,186,98.39,0.0,0,1,0,0,11.44,52,4546,1.07
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_4_r3,224,3,0,227,98.68,0.0,184,0,186,98.92,0.0,0,1,0,0,12.08,55,4554,1.1
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_4_r5,224,3,0,227,98.68,0.0,184,0,186,98.92,0.0,0,1,0,0,12.3,56,4554,1.1
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_4_r1,225,2,0,227,99.12,0.0,184,0,186,98.92,0.0,0,1,0,0,12.52,57,4554,1.11
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_4_r2,223,4,0,227,98.24,0.0,184,0,186,98.92,0.0,0,1,0,0,12.08,55,4554,1.1
1HCF,AlphaFold,relaxed_cartesian_beta,ranked_4_r4,222,5,0,227,97.8,0.0,184,0,186,98.92,0.0,0,1,0,0,11.86,54,4554,1.09
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_4_r3,223,4,0,227,98.24,0.0,185,0,186,99.46,0.0,0,1,0,0,11.22,51,4546,1.07
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_4_r1,224,3,0,227,98.68,0.0,185,0,186,99.46,0.0,0,1,0,0,12.76,58,4546,1.12
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_4_r4,224,3,0,227,98.68,0.0,185,0,186,99.46,0.0,0,1,0,0,10.12,46,4546,1.03
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_4_r2,223,4,0,227,98.24,0.0,185,0,186,99.46,0.0,0,1,0,0,11.0,50,4546,1.06
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_2_r3,221,5,1,227,97.36,0.44,185,0,186,99.46,0.0,0,1,0,0,11.66,53,4546,1.08
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_2_r1,220,6,1,227,96.92,0.44,185,0,186,99.46,0.0,0,1,0,0,11.88,54,4546,1.09
1HCF,AlphaFold,relaxed_dualspace_beta,ranked_4_r5,224,3,0,227,98.68,0.0,185,0,186,99.46,0.0,0,1,0,0,11.0,50,4546,1.06
1HCF,AlphaFold,relaxed_dualspace_ref15,ranked_2_r5,221,5,1,227,97.36,0.44,185,0,186,99.46,0.0,0,1,0,0,8.58,39,4546,0.96
